port_id,port_name,lat,lng,installation_day,city_id,ward,station,distance,capacity,payment_amount,KEY_CODE
684,FIAT CAFFE松濤,35.66069911885489,139.6888873920365,2021-12-30,shibuya,渋谷区,駒場東大前駅,555.5477865664632,5.0,11000.0,5339359513.0
685,相鉄フレッサイン 東京赤坂　別館,35.671234,139.735713,2021-12-30,shibuya,港区,赤坂駅,203.52190217141373,3.0,6600.0,5339450842.0
686,相鉄フレッサイン 東京赤坂,35.671294,139.735518,2021-12-30,shibuya,港区,赤坂駅,209.9785715996235,0.0,4400.0,5339450842.0
687,金属労働会館,35.65440705170729,139.7033071359815,2022-01-13,shibuya,渋谷区,渋谷駅,329.1776373803646,7.0,15400.0,5339358632.0
688,アズ白金,35.646391,139.731688,2022-01-13,shibuya,港区,白金高輪駅,391.6861088508605,6.0,13200.0,5339357841.0
689,アジールコート銀座イースト　駐輪場,35.665593,139.774829,2022-01-22,shibuya,中央区,築地駅,357.0320618813555,7.0,15400.0,5339369144.0
690,若葉荘,35.7021296,139.6911829,2022-01-24,shibuya,新宿区,東中野駅,640.7635165501281,3.0,6600.0,5339454514.0
691,新宿区四谷坂町１２-５,35.691303,139.726518,2022-02-04,shibuya,新宿区,曙橋駅,288.3906638797636,9.0,39600.0,5339452833.0
692,日本橋浜町パークビル,35.688792,139.786578,2022-01-24,shibuya,中央区,浜町駅,221.4885069674393,4.0,8800.0,5339462242.0
693,相鉄フレッサイン 日本橋茅場町【ホテル側面】,35.680756,139.779922,2022-01-24,shibuya,中央区,茅場町駅,111.352123692037,3.0,6600.0,5339461232.0
694,相鉄フレッサイン 日本橋茅場町【フロント窓前】,35.680662,139.780055,2022-01-24,shibuya,中央区,茅場町駅,100.29899798761272,8.0,22000.0,5339461232.0
695,オークテラス三軒茶屋,35.652077,139.669925,2022-01-13,shibuya,世田谷区,三軒茶屋駅,884.1257450876062,4.0,8250.0,5339358321.0
696,百人町1丁目,35.700146,139.699059,2022-01-24,shibuya,新宿区,大久保駅,103.09703396065996,8.0,22000.0,5339454522.0
697,中目黒蔦屋書店　東側,35.644469,139.699481,2022-01-13,shibuya,目黒区,中目黒駅,160.00314806050127,4.0,13200.0,5339357524.0
698,中目黒蔦屋書店　西側,35.644683,139.699291,2022-01-13,shibuya,目黒区,中目黒駅,165.39075870405748,4.0,13200.0,5339357524.0
700,クロス三軒茶屋8,35.639653,139.677149,2022-01-28,shibuya,世田谷区,三軒茶屋駅,696.0604204292439,6.0,24200.0,5339356433.0
701,月島NRビル裏側駐車場付近,35.663542,139.779013,2022-01-22,shibuya,中央区,月島駅,475.9741163145928,6.0,30800.0,5339369232.0
702,フィオーレ月島,35.666486,139.786058,2022-01-22,shibuya,中央区,月島駅,243.4021167109196,12.0,30800.0,5339369244.0
703,ドゥーエ月島Ⅱ,35.665758,139.786981,2022-01-22,shibuya,中央区,月島駅,248.2838857484092,3.0,6600.0,5339369244.0
704,アクアシティお台場 自由の女神近く建物角④,35.627338,139.772198,2022-01-22,shibuya,港区,台場駅,212.446663733563,24.0,0.0,5339365124.0
705,アクアシティお台場 東側 駐輪場付近⑤,35.628726,139.77452,2022-01-22,shibuya,港区,お台場海浜公園駅,345.0860822326299,40.0,48475.0,5339365124.0
706,アクアシティお台場 西側 階段横③,35.626891,139.772525,2022-01-22,shibuya,港区,台場駅,190.76356989256405,8.0,9323.0,5339365122.0
707,アクアシティお台場 東側バス乗り場付近①,35.627789,139.774358,2022-01-22,shibuya,港区,東京テレポート駅,373.2542056783072,14.0,14915.0,5339365124.0
708,アクアシティお台場 西側 荷捌場～自販機間②,35.626941,139.772984,2022-01-22,shibuya,港区,台場駅,225.50253805468824,14.0,14915.0,5339365122.0
709,プライマル月島 駐輪場横,35.666363,139.78237,2022-01-22,shibuya,中央区,月島駅,185.1261792363995,4.0,11000.0,5339369243.0
710,プライマル月島 裏口植木横,35.666427,139.782282,2022-01-22,shibuya,中央区,月島駅,195.79231991555488,2.0,4400.0,5339369243.0
711,プライマル月島 裏口階段横,35.666527,139.782172,2022-01-22,shibuya,中央区,月島駅,210.6535815437582,4.0,11000.0,5339369243.0
712,the SOHO,35.617683,139.775206,2022-01-22,shibuya,江東区,船の科学館駅,434.753904024453,12.0,33000.0,5339364211.0
713,丸正運輸株式会社,35.653823,139.78161,2022-01-22,shibuya,中央区,勝どき駅,708.2055884341154,6.0,17600.0,5339368223.0
